u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
4215688473,8944997874,0,9974637,True,,residential,87.233,,,,Railroad Avenue,,"LINESTRING (-97.1259593 33.2155778, -97.1259598 33.2147933)"
4357603983,6925216269,0,256877979,False,,unclassified,12.831,,,,West Prairie Street,,"LINESTRING (-97.1443743 33.2104205, -97.1442364 33.2104186)"
4357603983,6925216268,0,739641941,False,,unclassified,11.309,,30 mph,,South Welch Street,,"LINESTRING (-97.1443743 33.2104205, -97.1443741 33.2103188)"
4357603983,3429343093,0,739641954,False,,unclassified,10.797,,30 mph,,South Welch Street,,"LINESTRING (-97.1443743 33.2104205, -97.1443745 33.2105176)"
4509021224,4509021225,0,454337052,True,,secondary_link,19.097,,,,,,"LINESTRING (-97.137258 33.2174005, -97.1372111 33.2172333)"
4509021224,8859155295,0,942257274,True,3,secondary,17.058,,,,North Carroll Boulevard,,"LINESTRING (-97.137258 33.2174005, -97.1372593 33.2172471)"
4509021225,4509021226,0,454337052,True,,secondary_link,12.285,,,,,,"LINESTRING (-97.1372111 33.2172333, -97.1371822 33.2171255)"
4509021226,81947115,0,454337052,True,,secondary_link,5.989,,,,,,"LINESTRING (-97.1371822 33.2171255, -97.1371245 33.2171016)"
4589931155,81906901,0,9973714,False,,residential,3.407,,,,2nd Street,,"LINESTRING (-97.1342966 33.2245111, -97.13426 33.22451)"
4589931155,8822806170,0,9973714,False,,residential,52.123,,,,2nd Street,,"LINESTRING (-97.1342966 33.2245111, -97.1348566 33.2245277)"
4589931156,8822886330,0,9984262,False,,residential,52.536,,,,3rd Street,,"LINESTRING (-97.1342524 33.226, -97.1336876 33.226)"
4589931156,4589931157,0,9984262,False,,residential,1.87,,,,3rd Street,,"LINESTRING (-97.1342524 33.226, -97.1342725 33.226)"
4589931157,4589931156,0,9984262,False,,residential,1.87,,,,3rd Street,,"LINESTRING (-97.1342725 33.226, -97.1342524 33.226)"
4589931157,8822806178,0,9984262,False,,residential,51.457,,,,3rd Street,,"LINESTRING (-97.1342725 33.226, -97.1348257 33.2260004)"
4591363194,81796216,0,145752194,False,,secondary,57.8,FM 426,,,West McKinney Street,,"LINESTRING (-97.1330413 33.216615, -97.13242 33.21662)"
4591363194,2078167275,0,145752194,False,,secondary,5.498,FM 426,,,West McKinney Street,,"LINESTRING (-97.1330413 33.216615, -97.1331004 33.2166145)"
4591363195,81831657,0,9966903,False,,secondary,8.489,,,,West Parkway Street,,"LINESTRING (-97.1330174 33.2180829, -97.1329266 33.2180905)"
4591363195,8863339152,0,9966903,False,,secondary,49.042,,,,West Parkway Street,,"LINESTRING (-97.1330174 33.2180829, -97.1335444 33.2180711)"
4598701998,8863339124,0,9975754,False,,residential,58.671,,,,1st Street,,"LINESTRING (-97.1343166 33.2230244, -97.1336859 33.2230189)"
4598701998,8822806168,0,9975754,False,,residential,56.234,,,,1st Street,,"LINESTRING (-97.1343166 33.2230244, -97.1349211 33.2230299)"
4602309824,81745854,0,9973817,False,,residential,42.345,,,,Bradley Street,,"LINESTRING (-97.1539677 33.2167192, -97.153963 33.2171)"
4602309824,8822900154,0,9973817,False,,residential,102.372,,,,Bradley Street,,"LINESTRING (-97.1539677 33.2167192, -97.1539791 33.2157986)"
4605841826,81833848,0,9970968,False,2,residential,109.972,,,,Panhandle Street,,"LINESTRING (-97.1410184 33.221358, -97.1422 33.22139)"
4605841826,8859141932,0,9970968,False,2,residential,61.256,,,,Panhandle Street,,"LINESTRING (-97.1410184 33.221358, -97.1403601 33.2213439)"
4619141360,81793214,0,9965413,False,,residential,61.106,,,,Withers Street,,"LINESTRING (-97.1268743 33.221126, -97.1262174 33.2211256)"
4619141360,5611814838,0,9965413,False,,residential,42.392,,,,Withers Street,,"LINESTRING (-97.1268743 33.221126, -97.12733 33.22113)"
4635977196,7594882440,0,118146067,True,2,primary,37.876,US 77;US 377,,,North Elm Street,,"LINESTRING (-97.1335699 33.2255191, -97.1335747 33.2251785)"
4768085123,3685552410,0,521601352,False,,secondary,80.329,,,,East Hickory Street,,"LINESTRING (-97.1244673 33.2144207, -97.1253307 33.2144309)"
4768085123,8594032231,0,521601352,False,,secondary,45.617,,,,East Hickory Street,,"LINESTRING (-97.1244673 33.2144207, -97.123977 33.2144149)"
4768085125,8594032227,0,9980628,False,,residential,10.73,,,,Exposition Street,,"LINESTRING (-97.1235658 33.2132636, -97.1235653 33.2133601)"
4768085125,81974581,0,9980628,False,,residential,23.751,,,,Exposition Street,,"LINESTRING (-97.1235658 33.2132636, -97.1235669 33.21305)"
4789323845,5744713360,0,60323910,True,2,tertiary,13.92,,,,North Texas Boulevard,,"LINESTRING (-97.1532235 33.2062424, -97.1533286 33.2063315)"
4789323846,81976545,0,62049255,True,2,tertiary,9.785,,,,North Texas Boulevard,,"LINESTRING (-97.1533976 33.2062307, -97.1533243 33.2061676)"
4789323847,5744713359,0,62049255,True,2,tertiary,10.206,,,,North Texas Boulevard,,"LINESTRING (-97.1532129 33.2060396, -97.1531613 33.2059586)"
4951802056,81841329,0,521601352,False,,secondary,6.327,,,,East Hickory Street,,"LINESTRING (-97.125892 33.214439, -97.12596 33.21444)"
4951802056,3685552410,0,521601352,False,,secondary,52.225,,,,East Hickory Street,,"LINESTRING (-97.125892 33.214439, -97.1253307 33.2144309)"
5048578937,8863388267,0,512632091,False,,unclassified,32.662,,30 mph,,South Welch Street,,"LINESTRING (-97.1442636 33.2140117, -97.1442805 33.2137183)"
5048578937,6749108438,0,512632091,False,,unclassified,23.53,,30 mph,,South Welch Street,,"LINESTRING (-97.1442636 33.2140117, -97.1442554 33.2142232)"
5052229370,81818240,0,440881291,True,2,secondary,27.579,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1571227 33.2067473, -97.157375 33.2068775)"
5052229381,5052229410,0,440881291,True,2,secondary,80.903,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1608151 33.2089501, -97.1614684 33.2094303)"
5052229410,81646905,0,220441241,False,1,secondary,176.844,FM 1515,45 mph,,South Bonnie Brae Street,,"LINESTRING (-97.1614684 33.2094303, -97.1615105 33.2078403)"
5052229410,2724706058,0,440881291,True,2,secondary,41.491,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1614684 33.2094303, -97.1618248 33.2096546)"
5052229410,2724706055,0,521609564,False,,secondary,41.127,,,,South Bonnie Brae Street,,"LINESTRING (-97.1614684 33.2094303, -97.1614551 33.2098)"
5052229412,5052229381,0,440881291,True,2,secondary,69.917,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1602522 33.2085335, -97.1608151 33.2089501)"
5052229419,81923892,0,440881291,True,2,secondary,12.615,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1591602 33.2077573, -97.1592752 33.2078174)"
5052231123,2973807990,0,440881291,True,2,secondary,144.57,,50 mph,,North Interstate 35E,,"LINESTRING (-97.157544 33.2069789, -97.1588928 33.2076245)"
5052261916,8584889487,0,365519041,False,4,tertiary,30.069,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550862 33.2112193, -97.1550902 33.2109489)"
5052261916,2665604967,0,365519041,False,4,tertiary,13.745,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550862 33.2112193, -97.1550844 33.2113429)"
5052261918,8584889487,0,365519041,False,4,tertiary,12.599,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550919 33.2108356, -97.1550902 33.2109489)"
5052261918,8863436043,0,521609560,False,,residential,11.435,,,,West Prairie Street,,"LINESTRING (-97.1550919 33.2108356, -97.1552148 33.2108339)"
5052261918,2970454608,0,521609563,False,4,tertiary,72.783,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550919 33.2108356, -97.1551016 33.2101811)"
5052261919,5052262324,0,521609560,False,,residential,8.838,,,,West Prairie Street,,"LINESTRING (-97.1572617 33.2108359, -97.1571667 33.2108359)"
5052261919,8584889481,0,521609560,False,,residential,5.321,,,,West Prairie Street,,"LINESTRING (-97.1572617 33.2108359, -97.1573189 33.2108359)"
5052262324,5257708529,0,521609560,False,,residential,29.836,,,,West Prairie Street,,"LINESTRING (-97.1571667 33.2108359, -97.156846 33.2108359)"
5052262324,5052261919,0,521609560,False,,residential,8.838,,,,West Prairie Street,,"LINESTRING (-97.1571667 33.2108359, -97.1572617 33.2108359)"
5052262332,5052229370,0,440881291,True,2,secondary,151.778,,50 mph,,North Interstate 35E,,"LINESTRING (-97.1556887 33.2060965, -97.1571227 33.2067473)"
5052262347,2665604976,0,521609560,False,,residential,5.573,,,,West Prairie Street,,"LINESTRING (-97.1564195 33.2108358, -97.1563596 33.2108358)"
5052262347,8731198168,0,521609560,False,,residential,6.866,,,,West Prairie Street,,"LINESTRING (-97.1564195 33.2108358, -97.1564933 33.2108358)"
5055066699,9540501688,0,9966891,False,2,tertiary,8.34,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.155055 33.2147532, -97.1550539 33.2148282)"
5055066699,9540501686,0,518150884,False,4,tertiary,7.083,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.155055 33.2147532, -97.1550555 33.2146895)"
5055066699,9540501687,0,1038359127,True,2,secondary,7.897,,,,West Hickory Street,,"LINESTRING (-97.155055 33.2147532, -97.1549703 33.2147485)"
5055066703,6071396491,0,365519034,False,,tertiary,54.027,,,,Eagle Drive,,"LINESTRING (-97.1529599 33.2067863, -97.1523792 33.2067877)"
5055066703,81818256,0,365519034,False,,tertiary,12.383,,,,Eagle Drive,,"LINESTRING (-97.1529599 33.2067863, -97.153093 33.206786)"
5055066705,8863436017,0,9973918,False,,residential,32.672,,,,Stella Street,,"LINESTRING (-97.1555184 33.2137808, -97.1551672 33.2137797)"
5055066705,5055066709,0,9973918,False,,residential,26.095,,,,Stella Street,,"LINESTRING (-97.1555184 33.2137808, -97.1557989 33.2137815)"
5055066709,5055066705,0,9973918,False,,residential,26.095,,,,Stella Street,,"LINESTRING (-97.1557989 33.2137815, -97.1555184 33.2137808)"
5055066709,7050904371,0,9973918,False,,residential,16.448,,,,Stella Street,,"LINESTRING (-97.1557989 33.2137815, -97.1559757 33.2137812)"
5055066726,3017165439,0,518150884,False,4,tertiary,35.227,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550573 33.2144586, -97.1550599 33.2141418)"
5055066726,9540501686,0,518150884,False,4,tertiary,25.675,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550573 33.2144586, -97.1550555 33.2146895)"
5055066727,8822903947,0,9966862,False,,residential,102.088,,,,Fouts Street,,"LINESTRING (-97.1555908 33.2147557, -97.1555628 33.2156735)"
5055066727,9540501689,0,1038359127,True,2,secondary,40.812,,,,West Hickory Street,,"LINESTRING (-97.1555908 33.2147557, -97.1551521 33.2147537)"
5055066735,3429340771,0,365519038,True,2,tertiary,25.908,,,,North Texas Boulevard,,"LINESTRING (-97.1550584 33.2077627, -97.1550724 33.2079954)"
5059238781,81870005,0,9980865,True,,unclassified,9.075,,,,Avenue D,,"LINESTRING (-97.1529525 33.209298, -97.1529505 33.2093796)"
5059238791,81976494,0,9980856,True,,tertiary,11.374,,,,Avenue C,,"LINESTRING (-97.1507322 33.206777, -97.150684 33.206871)"
5059238791,3015339735,0,150153639,False,,tertiary,43.736,,,,Avenue C,,"LINESTRING (-97.1507322 33.206777, -97.1507379 33.2063837)"
5059238791,9549816859,0,365519035,False,,tertiary,8.692,,,,Eagle Drive,,"LINESTRING (-97.1507322 33.206777, -97.1506388 33.2067751)"
5059238791,9530423881,0,739641950,False,,tertiary,12.683,,,,Eagle Drive,,"LINESTRING (-97.1507322 33.206777, -97.1508685 33.2067789)"
5059238795,9530423835,0,9963497,False,,residential,8.774,,,,Kendolph Street,,"LINESTRING (-97.15186 33.206789, -97.1518608 33.2067101)"
5059238795,3695224164,0,365519034,False,,tertiary,12.915,,,,Eagle Drive,,"LINESTRING (-97.15186 33.206789, -97.1517212 33.2067907)"
5059238795,6071396491,0,365519034,False,,tertiary,48.305,,,,Eagle Drive,,"LINESTRING (-97.15186 33.206789, -97.1523792 33.2067877)"
5059238816,2631862639,0,739641943,True,,tertiary,112.943,,,,Avenue C,,"LINESTRING (-97.1507787 33.2092867, -97.1507866 33.208271)"
5059238826,8649541236,0,9963497,False,,residential,6.85,,,,Kendolph Street,,"LINESTRING (-97.1518629 33.2064916, -97.1518635 33.20643)"
5059238826,9530423835,0,9963497,False,,residential,24.297,,,,Kendolph Street,,"LINESTRING (-97.1518629 33.2064916, -97.1518608 33.2067101)"
5059238831,3015339737,0,9966525,False,,residential,31.794,,,,Collier Street,,"LINESTRING (-97.14942 33.20675, -97.1494252 33.2064641)"
5059238831,9596987965,0,365519035,False,,tertiary,36.447,,,,Eagle Drive,,"LINESTRING (-97.14942 33.20675, -97.1490284 33.206741)"
5059238831,5059238889,0,365519035,False,,tertiary,101.925,,,,Eagle Drive,,"LINESTRING (-97.14942 33.20675, -97.1505152 33.2067726)"
5059238834,9596987960,0,9966525,False,,residential,11.033,,,,Collier Street,,"LINESTRING (-97.1494301 33.2062552, -97.1494278 33.2063544)"
5059238837,81870011,0,9980856,True,,tertiary,8.273,,,,Avenue C,,"LINESTRING (-97.1506861 33.2092854, -97.1506861 33.2093598)"
5059238845,2971977395,0,365519036,True,,unclassified,38.582,,,,Maple Street,,"LINESTRING (-97.1521506 33.208278, -97.1525653 33.2082784)"
5059238848,81870005,0,9970504,False,,unclassified,10.393,,20 mph,,West Highland Street,,"LINESTRING (-97.1530622 33.2093806, -97.1529505 33.2093796)"
5059238848,9545326164,0,9970504,False,,unclassified,70.896,,20 mph,,West Highland Street,,"LINESTRING (-97.1530622 33.2093806, -97.1538242 33.2093874)"
5059238889,5059238831,0,365519035,False,,tertiary,101.925,,,,Eagle Drive,,"LINESTRING (-97.1505152 33.2067726, -97.14942 33.20675)"
5059238889,9549816859,0,365519035,False,,tertiary,11.503,,,,Eagle Drive,,"LINESTRING (-97.1505152 33.2067726, -97.1506388 33.2067751)"
5059238890,9596987961,0,9970018,False,,residential,11.61,,,,South Avenue B,,"LINESTRING (-97.14857 33.2061883, -97.1485685 33.2062927)"
5059238892,8860768078,0,9970018,False,,residential,9.363,,,,South Avenue B,,"LINESTRING (-97.1485621 33.2067302, -97.1485615 33.206646)"
5059238892,2973885379,0,9970018,False,,residential,16.669,,,,South Avenue B,,"LINESTRING (-97.1485621 33.2067302, -97.1485599 33.2068801)"
5059238892,8597404380,0,365519035,False,,tertiary,37.175,,,,Eagle Drive,,"LINESTRING (-97.1485621 33.2067302, -97.1481627 33.2067204)"
5059238892,9596987965,0,365519035,False,,tertiary,43.4,,,,Eagle Drive,,"LINESTRING (-97.1485621 33.2067302, -97.1490284 33.206741)"
5059238893,9545357954,0,437822208,True,,unclassified,54.436,,20 mph,,West Highland Street,,"LINESTRING (-97.1506304 33.2093577, -97.1500453 33.2093537)"
5059238898,9545326164,0,9970504,False,,unclassified,111.08,,20 mph,,West Highland Street,,"LINESTRING (-97.1550181 33.2093981, -97.1538242 33.2093874)"
5059238898,81831439,0,9970504,False,,unclassified,7.741,,20 mph,,West Highland Street,,"LINESTRING (-97.1550181 33.2093981, -97.1551013 33.2093989)"
5060888347,81976537,0,365519033,False,,residential,11.809,,,,Avenue D,,"LINESTRING (-97.1528924 33.2127826, -97.1528927 33.2126764)"
5060888347,2625637199,0,365519033,False,,residential,67.589,,,,Avenue D,,"LINESTRING (-97.1528924 33.2127826, -97.1528839 33.2133904)"
5060888348,81861309,0,9980856,True,,tertiary,9.118,,,,Avenue C,,"LINESTRING (-97.1506437 33.2125785, -97.1506427 33.2126605)"
5060888349,9036701404,0,569686795,True,,unclassified,5.359,,,,West Sycamore Street,,"LINESTRING (-97.1505788 33.21266, -97.1505212 33.2126601)"
5060888350,81861304,0,9980852,True,,tertiary,7.395,,,,Avenue C,,"LINESTRING (-97.1507226 33.213753, -97.1507236 33.2136865)"
5060888352,9547064585,0,9980852,True,,tertiary,52.776,,,,Avenue C,,"LINESTRING (-97.1507446 33.2125799, -97.1507502 33.2121053)"
5060888353,81976458,0,9982427,False,,unclassified,5.656,,,,West Sycamore Street,,"LINESTRING (-97.1507918 33.2126702, -97.150731 33.21267)"
5060888353,2631862666,0,9982427,False,,unclassified,71.969,,,,West Sycamore Street,,"LINESTRING (-97.1507918 33.2126702, -97.1515654 33.2126725)"
5060888358,6220339041,0,9972812,True,,residential,5.07,,,,West Mulberry Street,,"LINESTRING (-97.1460529 33.2136485, -97.1461074 33.2136489)"
5060888359,81895623,0,9980863,False,,residential,8.197,,,,Avenue D,,"LINESTRING (-97.1528779 33.2137837, -97.15288 33.21371)"
5060888359,2973885241,0,9980863,False,,residential,22.848,,,,Avenue D,,"LINESTRING (-97.1528779 33.2137837, -97.1528846 33.2139891)"
5060888360,9539287294,0,9980863,False,,residential,8.396,,,,Avenue D,,"LINESTRING (-97.1528744 33.2146787, -97.1528758 33.2146032)"
5060888360,2657115242,0,1038359127,True,2,secondary,83.84,,,,West Hickory Street,,"LINESTRING (-97.1528744 33.2146787, -97.1519732 33.2146724)"
5060888361,5213265698,0,603574574,True,,residential,25.245,,,,Avenue A,,"LINESTRING (-97.1462536 33.214387, -97.1464045 33.2145757)"
5060888362,6220339038,0,603574574,True,,residential,6.26,,,,Avenue A,,"LINESTRING (-97.1462176 33.2136956, -97.1462396 33.2137488)"
5060888363,2072447752,0,9969650,True,,tertiary,39.458,,,,North Avenue C,,"LINESTRING (-97.1506445 33.2127624, -97.1506372 33.2131172)"
5060888365,5213265699,0,9976832,False,,residential,7.628,,,,Fry Street,,"LINESTRING (-97.1464339 33.2146491, -97.1464334 33.2147177)"
5060888365,5213265709,0,365519044,True,2,secondary,9.612,,,,West Hickory Street,,"LINESTRING (-97.1464339 33.2146491, -97.1463306 33.2146472)"
5060888366,3695224172,0,9972808,False,,unclassified,66.733,,,,West Mulberry Street,,"LINESTRING (-97.1507758 33.2136876, -97.1514931 33.2136936)"
5060888366,81861304,0,9972808,False,,unclassified,4.858,,,,West Mulberry Street,,"LINESTRING (-97.1507758 33.2136876, -97.1507236 33.2136865)"
5060888368,81976458,0,9980852,True,,tertiary,10.401,,,,Avenue C,,"LINESTRING (-97.1507279 33.2127635, -97.150731 33.21267)"
5060888369,3429343115,0,9969650,True,,tertiary,95.174,,,,North Avenue C,,"LINESTRING (-97.1506346 33.2137546, -97.1506407 33.2146105)"
5060888370,5060888362,0,9972812,True,,residential,7.15,,,,West Mulberry Street,,"LINESTRING (-97.1461583 33.2136547, -97.1462176 33.2136956)"
5060888371,81976537,0,9982427,False,,unclassified,11.201,,,,West Sycamore Street,,"LINESTRING (-97.153013 33.2126805, -97.1528927 33.2126764)"
5060888371,9547159286,0,9982427,False,,unclassified,38.087,,,,West Sycamore Street,,"LINESTRING (-97.153013 33.2126805, -97.1534223 33.2126882)"
5060888374,2973885241,0,9980863,False,,residential,16.468,,,,Avenue D,,"LINESTRING (-97.1528842 33.2141372, -97.1528846 33.2139891)"
5060888374,7078930727,0,9980863,False,,residential,8.496,,,,Avenue D,,"LINESTRING (-97.1528842 33.2141372, -97.1528828 33.2142136)"
5060938370,5060938417,0,256877974,False,,residential,3.89,,,,West Chestnut Street,,"LINESTRING (-97.1431723 33.2113184, -97.1431385 33.2112978)"
5060938370,5060938963,0,256877974,False,,residential,22.014,,,,West Chestnut Street,,"LINESTRING (-97.1431723 33.2113184, -97.1433638 33.2114347)"
5060938375,5060938921,0,256877974,False,,residential,5.631,,,,West Chestnut Street,,"LINESTRING (-97.1435462 33.2115088, -97.1434872 33.2114975)"
5060938375,5060938937,0,256877974,False,,residential,8.267,,,,West Chestnut Street,,"LINESTRING (-97.1435462 33.2115088, -97.1436347 33.2115155)"
5060938379,2973950032,0,9973983,False,,tertiary,88.061,,,,Bernard Street,,"LINESTRING (-97.14146 33.211239, -97.1414784 33.2104472)"
5060938379,8594051995,0,9973983,False,,tertiary,8.632,,,,Bernard Street,,"LINESTRING (-97.14146 33.211239, -97.1414574 33.2113166)"
5060938379,6749516039,0,256877974,False,,residential,37.353,,,,West Chestnut Street,,"LINESTRING (-97.14146 33.211239, -97.1418615 33.2112415)"
5060938387,7207355108,0,521609570,False,,residential,30.065,,,,West Mulberry Street,,"LINESTRING (-97.1432959 33.2136008, -97.1429753 33.2135667)"
5060938387,5060938957,0,521609570,False,,residential,19.263,,,,West Mulberry Street,,"LINESTRING (-97.1432959 33.2136008, -97.1435 33.21363)"
5060938389,8594052004,0,942213967,False,,unclassified,18.831,,,,West Sycamore Street,,"LINESTRING (-97.1424696 33.2125998, -97.142672 33.2126018)"
